0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0.18326,0
0,0
