40.649998,-0.000153,-0.001101,32.385357
40.700001,-0.001793,0.000181,31.582682
40.75,0.000248,-0.001547,31.353851
40.799999,-0.002551,0.000308,30.941738
40.849998,-0.001779,-0.002279,30.982185
40.899998,-0.019488,-0.013616,41.87191
40.950001,-0.088611,-0.065234,36.971684
41,-0.170069,-0.119145,21.800186
41.049999,-0.260534,-0.182736,7.077549
41.099998,-0.292447,-0.198643,5.814798
41.149998,-0.294394,-0.198059,2.741122
41.200001,-0.28815,-0.195751,1.119058
41.25,-0.288067,-0.196507,1.370561
41.299999,-0.290709,-0.197456,1.119058
41.349998,-0.289404,-0.195744,0
41.399998,-0.289333,-0.194626,0.791294
41.450001,-0.288632,-0.194438,0
41.5,-0.286968,-0.193613,1.370561
41.549999,-0.287323,-0.19459,0.791294
41.599998,-0.290258,-0.196769,1.938266
41.649998,-0.289657,-0.197632,0
41.700001,-0.288253,-0.196881,0.791294
41.75,-0.288174,-0.194366,1.119058
41.799999,-0.288785,-0.194812,0.791294
41.849998,-0.288806,-0.195081,0.791294
41.899998,-0.262947,-0.179455,17.658484
41.950001,-0.193975,-0.138941,27.684139
42,-0.115669,-0.085812,25.358591
42.049999,-0.061269,-0.048189,6.852807
42.099998,-0.019794,-0.01842,20.995466
42.149998,0.000033,0.000167,33.093014
42.200001,0.002744,0.002613,33.896877
42.25,0.000565,-0.000365,33.896877
42.299999,-0.000737,-0.000656,33.234627
42.349998,-0.001123,0.000517,33.234627
42.399998,0.000074,-0.000904,33.140285
42.450001,0.000145,-0.0001,33.102474
42.5,0.000434,-0.000873,33.196918
42.549999,0.000122,0.000167,33.140285
42.599998,0.000749,-0.000114,33.168613
42.649998,0.000637,0.000241,33.319298
42.700001,0.000529,0.000236,33.102474
42.75,0.001068,-0.000033,33.215778
42.799999,0.000715,0.00119,33.281693
42.849998,0.001552,0.000591,33.159176
42.899998,-0.031183,-0.005984,51.889702
42.950001,-0.120959,-0.018876,63.935467
43,-0.216103,-0.020242,55.159664
43.049999,-0.286622,-0.01622,31.203709
43.099998,-0.347004,-0.011184,6.330351
43.149998,-0.353529,-0.010059,2.373881
43.200001,-0.35111,-0.00864,0
43.25,-0.350368,-0.010419,0
43.299999,-0.349891,-0.011184,0
43.349998,-0.346944,-0.008736,1.938266
43.399998,-0.346947,-0.008438,0.791294
43.450001,-0.347648,-0.009179,0
43.5,-0.348322,-0.008767,1.370561
43.549999,-0.349057,-0.010543,1.119058
43.599998,-0.317919,-0.010102,16.408649
43.649998,-0.229616,-0.011122,26.670387
43.700001,-0.128093,-0.00668,23.593397
43.75,-0.037587,-0.00526,22.562368
43.799999,0.002689,0.002136,32.587742
43.849998,0.003726,-0.003285,33.9799
43.899998,0.001094,0.000901,34.473858
43.950001,-0.000196,-0.000334,33.91534
44,-0.001018,0.000257,33.234627
44.049999,-0.000734,0.000248,33.159176
44.099998,0.000823,-0.001683,32.626148
44.149998,-0.002272,0.00176,32.645332
44.200001,-0.001507,-0.000031,33.102474
44.25,-0.000248,-0.001514,32.988785
44.299999,-0.000958,0.001698,32.50116
44.349998,-0.000465,-0.001328,32.874699
44.399998,-0.001433,0.001934,33.234627
44.450001,0.001366,-0.001698,33.300503
44.5,-0.002275,0.000625,33.291096
44.549999,0.000269,-0.001464,33.159176
44.599998,-0.001535,0.001442,32.988785
44.649998,0.000787,-0.001087,32.731533
44.700001,-0.001032,-0.000291,32.424
44.75,-0.001259,-0.000317,32.702827
44.799999,-0.000443,-0.001056,31.770472
44.849998,-0.000501,0.000515,31.213739
44.899998,0.000014,0.000427,31.453547
44.950001,0.000744,0.000741,31.493338
45,-0.000424,0.002074,32.269142
45.049999,-0.032637,-0.026603,10.133512
45.099998,-0.094366,-0.100739,5.424837
45.149998,-0.167444,-0.181186,0.791294
45.200001,-0.227699,-0.249596,6.714352
45.25,-0.243235,-0.262244,6.330351
45.299999,-0.234535,-0.25425,2.50229
45.349998,-0.234368,-0.252514,2.373881
45.399998,-0.236683,-0.254879,0.791294
45.450001,-0.236726,-0.257664,1.582587
45.5,-0.238445,-0.259075,2.093566
45.549999,-0.236185,-0.260725,0
45.599998,-0.235622,-0.256519,1.938266
45.649998,-0.236647,-0.254965,1.582587
45.700001,-0.234945,-0.257578,0
45.75,-0.23802,-0.256586,0
45.799999,-0.237346,-0.257573,1.938266
45.849998,-0.237174,-0.256839,1.119058
45.899998,-0.234375,-0.254822,0.791294
45.950001,-0.2353,-0.253139,1.119058
46,-0.234971,-0.254912,0.791294
46.049999,-0.214934,-0.232763,15.526332
46.099998,-0.147247,-0.169864,27.124338
46.149998,-0.091343,-0.103436,18.557531
46.200001,-0.041428,-0.047174,5.248849
46.25,-0.005546,-0.010567,29.395458
46.299999,0.001607,0.002422,34.978741
46.349998,0.00123,0.000648,34.664047
46.399998,0.000992,-0.000172,33.952248
46.450001,-0.000718,0.000572,34.090286
46.5,0.000417,-0.002246,34.309994
46.549999,-0.001204,-0.000634,33.9799
46.599998,-0.000699,-0.00073,33.832161
46.649998,-0.001075,-0.000482,33.036205
46.700001,-0.001678,0.0001,33.045677
46.75,-0.001214,-0.00133,32.979294
46.799999,-0.000844,-0.0003,32.912769
46.849998,-0.000424,-0.000401,32.979294
46.899998,-0.000486,-0.00278,33.206348
46.950001,-0.000288,-0.001745,33.25346
47,-0.001187,-0.000038,33.017242
47.049999,-0.000775,-0.001254,32.893742
47.099998,-0.00051,-0.000758,32.481888
47.149998,0.001087,-0.001922,32.054981
47.200001,-0.002351,-0.000396,31.681658
47.25,-0.00227,-0.000792,31.503275
47.299999,-0.001249,-0.000372,31.622307
47.349998,-0.001345,0.000863,33.403763
47.399998,0.001831,-0.001535,33.525387
47.450001,0.000772,-0.000749,33.572048
47.5,-0.033889,-0.00668,52.775173
47.549999,-0.1232,-0.009131,65.722511
47.599998,-0.214808,-0.010376,55.842274
47.649998,-0.286005,-0.007467,31.780325
47.700001,-0.342824,0.000386,7.121646
47.75,-0.352516,0.01153,1.938266
47.799999,-0.345469,0.00773,2.741122
47.849998,-0.34569,0.008764,2.093566
47.899998,-0.349662,0.009413,0
47.950001,-0.352135,0.008121,1.582587
48,-0.351434,0.008411,0.791294
48.049999,-0.350115,0.010018,0
48.099998,-0.348504,0.009527,0.791294
48.149998,-0.3459,0.010757,2.238117
48.200001,-0.347095,0.008464,0
48.25,-0.347733,0.01081,0.791294
48.299999,-0.34837,0.0102,1.769386
48.349998,-0.320001,0.011759,16.370443
48.399998,-0.239275,0.002732,20.86083
48.450001,-0.134962,-0.001125,9.723586
48.5,-0.047708,-0.000362,13.452011
48.549999,0.003171,-0.000405,30.121387
48.599998,0.004354,-0.000749,32.356342
48.649998,0.001621,-0.000267,32.210873
48.700001,0.002304,-0.001254,31.888508
48.75,-0.032568,-0.003419,14.803775
48.799999,-0.125208,-0.018139,4.747763
48.849998,-0.238483,-0.034394,7.589825
48.899998,-0.328311,-0.04848,4.476233
48.950001,-0.349885,-0.057526,6.330351
49,-0.351467,-0.059495,3.876532
49.049999,-0.346959,-0.050673,0
49.099998,-0.344419,-0.056186,0
49.149998,-0.344874,-0.056024,0
49.200001,-0.341817,-0.058537,1.582587
49.25,-0.343112,-0.05372,0.791294
49.299999,-0.342246,-0.054445,0.791294
49.349998,-0.345258,-0.056076,1.938266
49.399998,-0.345917,-0.055981,1.938266
49.450001,-0.315679,-0.050488,15.364173
49.5,-0.230283,-0.04128,22.728273
49.549999,-0.13274,-0.028167,16.598351
49.599998,-0.057893,-0.011616,4.941628
49.649998,-0.00845,-0.003309,29.734324
49.700001,0.003128,-0.00062,33.431866
49.75,0.000721,0.0002,33.319298
49.799999,-0.000885,-0.000863,33.187485
49.849998,-0.000658,-0.001216,33.017242
49.899998,0.000563,0.000238,33.055153
49.950001,0.000248,0.000148,32.903259
50,0.000268,0.000157,32.88422
50.049999,0.001011,0.000086,33.026726
50.099998,0.001073,-0.001473,33.140285
50.149998,-0.033748,0.003982,52.69799
50.200001,-0.129049,0.019112,66.409721
50.25,-0.214913,0.039301,55.634434
50.299999,-0.275936,0.063224,36.244736
50.349998,-0.330406,0.093632,9.261861
50.399998,-0.342027,0.095477,3.357175
50.450001,-0.337124,0.091438,0
50.5,-0.337014,0.090656,0
50.549999,-0.334753,0.092754,0
50.599998,-0.335811,0.088663,1.119058
50.649998,-0.335373,0.093384,1.119058
50.700001,-0.33573,0.09675,1.370561
50.75,-0.336441,0.093241,0
50.799999,-0.336491,0.091977,0
50.849998,-0.307845,0.08039,15.364173
50.899998,-0.228255,0.058517,23.286192
50.950001,-0.134118,0.029011,17.462372
51,-0.043029,0.008264,18.388052
51.049999,0.003578,-0.000253,33.25346
51.099998,0.003716,-0.00164,33.356865
51.149998,0.000067,0.000448,33.785854
51.200001,-0.000123,0.000496,33.665173
51.25,0.001494,-0.00082,33.572048
51.299999,0.001203,-0.001297,33.055153
51.349998,0.001574,-0.001297,32.191429
51.399998,0.000461,0.000234,32.433659
51.450001,0.000157,-0.000281,32.230309
51.5,0.00015,0.001307,32.123276
51.549999,0.000672,-0.000262,32.88422
51.599998,-0.000176,0.003095,32.61655
51.649998,0.00023,-0.000448,33.064621
51.700001,-0.03551,-0.00596,13.705628
51.75,-0.126619,-0.021925,6.026314
51.799999,-0.231713,-0.040069,2.96075
51.849998,-0.327062,-0.063,5.066752
51.899998,-0.356441,-0.065932,10.791816
51.950001,-0.347239,-0.064516,0
52,-0.336009,-0.062103,4.747763
52.049999,-0.33983,-0.061698,0
52.099998,-0.345294,-0.062528,2.624424
52.149998,-0.342413,-0.062971,0
52.200001,-0.342992,-0.061636,0
52.25,-0.341415,-0.062938,1.119058
52.299999,-0.340344,-0.063272,1.769386
52.349998,-0.342116,-0.065575,0
52.399998,-0.314208,-0.057664,18.523758
52.450001,-0.229377,-0.046134,29.93371
52.5,-0.137418,-0.034418,26.7173
52.549999,-0.076382,-0.013247,11.843012
52.599998,-0.023513,-0.003796,21.554661
